									事业部-SoldItem周报																						
1463512916	201778210	Y	2014/8/25	2014 Bridal Fingertip Length Veil 1 Layer with Beaded Lace Applique Edge Style New 1T White/Ivory Wedding Bridal Veil With Comb No.2675	0	0	1	Y	ff80808146a2ceb10146dcf376654f46	anniesbridal	N	N	ff808081451c5a87014529b19d83545f	Social girlie 2014	N	bm|00 DHgate Sitelink Wedding PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|ZJ||www	End Consumer	Others	US	002	002008	002008002	002008002	Bridal Veils		28.41	1	1	28.41	28.41	28.41	
1463513280	202778640	Y	2014/8/25	2014 Blush Column One Shoulder Homecoming Dresses Tulle Backless Sleeveless Rhinestone Beads Sequins Short Coctkail Dress Prom Gowns C153	0	0	1	Y	ff80808147102daf01472b48b3142702	sheerfactory	N	N	ff80808147e819d401480af1531f50de	docdenial	Y		End Consumer	Others	US	002	002009	002009006	002009006	Homecoming Dresses		116.6	1	1	116.6	116.6	116.6	
1463513342	153579588	N	2014/8/25	2t white / ivory wedding bridal veil Cathedral 3m with comb	0	0	1	Y	ff808081306e828701307da2512e1a8c	toprobe168	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008002	002008002	Bridal Veils		6.64	1	1	6.64	6.64	6.64	
1463513343	156883311	N	2014/8/25	Free shipping 15pcs/Lot 2012 Fashion Lady Wedding Prom Ribbon Edge Bridal Comb Veil Beige	0	0	0	Y	ff8080812bae96f3012bbb245cff3d4c	rvbike	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008002	002008002	Bridal Veils		27.28	1	15	27.28	27.28	27.28	
1463513344	143594351	N	2014/8/25	new birdcage bridal veil white pearl feather fascinator	0	0	1	Y	ff80808138f4838d0139592370c01520	dressforyou	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		13.64	1	1	13.64	13.64	13.64	
1463513345	160485402	N	2014/8/25	hot sell Tiaras &amp; Hair Accessories bride wrist flower wedding supplies bride headdress	0	0	0	Y	ff80808115ef09e20115ef946bb43a45	yzs168	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		15.91	1	10	15.91	15.91	15.91	
1463513346	143737075	N	2014/8/25	2013-Hot selling shining impearl wedding crowns crystal jewelry hairclips wedding tiaras comb AT-124	0	0	1	Y	ff808081362ea3c50136331b314d2655	bridal_mall	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		7.96	1	1	7.96	7.96	7.96	
1463513347	169342446	N	2014/8/25	Free Shipping Each one Butterfly Crown Combs Wedding Bridal Tiara Jewelry Crystal Hair Ornaments Wedding Dress Accessories Each buyers to pu	0	0	0	Y	ff808081405d7083014060c5a7ae0244	starsdress	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		9	1	1	9	9	9	
1463513348	164744129	N	2014/8/25	Tiaras hair accessories bridal hair accessories bridal comb lace flower tiaras Wedding Bridal Jewelry bride tiara	0	0	0	Y	ff8080812fe90f56012ff7255ad06b76	beautifulhelen	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		21	6	6	21	21	21	
1463513349	154554803	N	2014/8/25	Discount Bride Veil Comb Blusher Birdcage Ivory Champagne Flowers Feather Bridal Veil Wedding Dress	0	0	0	Y	ff8080812f2de2a6012f302439e35cb3	fengshou98	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		18.87	1	1	18.87	18.87	18.87	
1463513350	200332615	Y	2014/8/25	2014 Fashion Bridal Sashes! Stunning Floral Beads Crystal Rhinestones Pearl Satin Wedding Dress Belt Wedding Accessories	0	0	1	Y	ff80808145ee814f0145fddc24f21917	prettycolor	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008014	002008014	Bridal Sashes & Belts		37.79	1	1	37.79	37.79	37.79	
1463513351	154180920	N	2014/8/25	Free shipping White 2-Hoop fishtail/Mermaid Wedding Dress Bridal Petticoat Crinoline	0	0	1	Y	ff8080813bdf3463013bef4c673f61fb	weddingpalace	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008004	002008004	Petticoats		14.78	1	1	14.78	14.78	14.78	
1463513352	185244355	N	2014/8/25	LK Extinctive Royal Glamour Bridal Tiaras Sparkling Crystals Princess Pearl Rhinestone Crown Headband Hair Accessories Party Wedding Tiara	0	0	1	Y	ff80808142554eaa0142f9cee6106a0f	kerenwedding	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		17	1	1	17	17	17	
1463513353	188185210	N	2014/8/25	In Stock Free Shipping 2014 Bridal Silver Tiaras Graceful Handmade Pearls Crystals Bridal Flowers Comb Wedding Hair Accessories	0	0	1	Y	ff8080813856453e013865a1bdc644a7	love_bridal	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		20.6	1	1	20.6	20.6	20.6	
1463513354	145023065	N	2014/8/25	3 Layers White Wedding Bridal Dress Tiara Beads Veil Hot Sale Q-449	0	0	1	Y	ff80808133202e3e01334984f98e147f	braw_wedding	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008002	002008002	Bridal Veils		9.1	1	1	9.1	9.1	9.1	
1463513355	170991620	N	2014/8/25	Free Shipping In Stock High quality Beautiful Crystal pearl Stunning wedding bridal crystal flora Tiaras hair accessory headpiece	0	0	0	Y	ff808081386eeb900138703ad6101148	happy_wedding	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		15	1	1	15	15	15	
1463513356	161502528	N	2014/8/25	Bride's Crystals Pearl Hair Accessories Crown Comb Tiara 2013 Best Sale Party Prom Pageant Wedding Bridal Accessories	0	0	1	Y	ff8080812f006b56012f01ccf27636cd	ju_feng_zhao1982	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		23.87	1	1	23.87	23.87	23.87	
1463513358	197762630	N	2014/8/25	2014 Fashion Bridal Wedding Tiaras Stunning Fine Comb Bridal Jewelry Accessories Crystal Pearl Hair Brush [JH02052*1]	0	0	1	Y	ff808081316548ce01317a59475d450e	myjewelry	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		6.6	1	1	6.6	6.6	6.6	
1463513359	129581675	N	2014/8/25	IN STOCK Romatic silver Shiny Tiaras &amp; Hair Headpieces Crystals Tiaras Wedding Bridal Jewelry Sets	0	0	1	Y	ff8080812b61ec9b012b7ad1434d2f88	sarahbridal	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		12.22	1	1	12.22	12.22	12.22	
1463513360	196406131	Y	2014/8/25	2014 fast delivery 8th grade graduation sparkly short sexy cocktail dress special party gown halter homecoming dresses 42013	0	0	1	Y	ff80808140de0088014111e0380b4f4d	xinyuanjiayi888	N	N	ff80808147e8867a01480af1c6a54925	MiBella2	Y	seo|||organic|google|https|www	End Consumer	Others	US	002	002009	002009006	002009006	Homecoming Dresses	seo|||organic|google|https|www	87	1	1	87	87	87	
1463513361	136257401	N	2014/8/25	Mermaid Petticoat/slip 1 Hoop Bone Elastic Wedding Dress Crinoline Trumpet	0	0	1	N	ff80808136bfebe40136c003768a00dd	gorgeous_dress	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008004	002008004	Petticoats		31.16	1	1	14.86	14.86	31.16	
1463513362	125380461	N	2014/8/25	Fashion Jewelry 20pcS WEDDING BRIDAL SWAROVSKI CTYSTAL Pearl WHITE FLOWER HAIR PINS	0	0	0	Y	ff80808132a53cad0132b575918c3624	miazhu	N	N	ff80808134d4d9db0135baa4bae54118	i dont have	N	bm|002002000000 Wedding Dresses Cheap US PS AW|7601496628|paid_search|adwords|cheap wedding dresses|002002000000 Wedding Dresses US PS AW|WJY||		Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories		20.62	1	20	20.62	20.62	20.62	
1463513366	122485852	N	2014/8/25	Exquisite 2014 Best-selling New Sexy Sweetheart Tulle/Lace Mermaid Wedding Dresses Applique Backless Wedding Dress Court Train Bridal Dress	0	0	1	Y	ff80808124e86d140124fab25e3e36fa	hjklp88	N	N	ff80808147e819d401480ae0e22c4f26	MelvinEC11	Y	bm|00 DHgate Sitelink Wedding PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|DLL||www	End Consumer	Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses	bm|00 DHgate Sitelink Wedding PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|DLL||www	165	1	1	165	165	165	
1463513512	192561784	N	2014/8/25	2014 Best Selling Homecoming Dresses A Line Short/Mini Sweetheart Chiffon Rhinestones	0	0	0	Y	ff808081420e559701421723a6e809a3	bingshanggongzhu	N	N	ff80808147e8869301480af1b00e4b0e	kerrihailey	Y	bm|002009000000 Homecoming Dress US PS AW|33956745175|paid_search|adwords|homecoming gowns|002009000000 Special Occasion Dresses US PS AW|ZD|c|b|002009000000||www	End Consumer	Others	US	002	002009	002009006	002009006	Homecoming Dresses	bm|002009000000 Homecoming Dress US PS AW|33956745175|paid_search|adwords|homecoming gowns|002009000000 Special Occasion Dresses US PS AW|ZD|c|b|002009000000||www	119	1	1	119	119	119	
1463513631	203556874	Y	2014/8/25	2014 New Arrival High Quality A Line Modern Formal Dress Long Sleeves Mother of the Bride Pant Suits Mother Dresses Custom Made DH0128	0	0	1	N	ff808081412abc800141594cabe239af	ebelz	N	N	ff80808147e819da01480af0a4224d70	Libber	Y	seo|||organic|bing|motherofbridepant|www	End Consumer	Others	US	002	002003	002003	002003	Mother of the Bride Dresses	seo|||organic|bing|motherofbridepant|www	153	1	1	125	125	153	
1463513722	182193514	N	2014/8/26	2014 Top Selling Cheap Cocktail Dresses Sequins Satin Hi Lo Homecoming Party Women Costumes Prom Gowns BL9508	0	0	1	Y	ff8080811a95f1f6011aa05de2896f5c	earlybirdno1	N	N	ff80808130e729360130ee461e5535eb	carmenguia	N		End Consumer	Others	US	002	002009	002009004	002009004	Cocktail Dresses		89.9	1	1	89.9	89.9	89.9	
1463513811	191417970	Y	2014/8/25	New Cheap Mint Green Long Chiffon Bridesmaid Dresses A line Sweetheart Beach Bridal Party Prom Evening Gowns Free Shipping 2014 Hot	0	0	1	Y	ff8080814159f1810141aaa877fd4e02	gaogao8899	N	N	ff80808147a068520147bcee64457821	wewalk	N		End Consumer	Others	AU	002	002113	002113002	002113002	Bridesmaid Dress	bm|00 DHgate p PS AW|23678861472|paid_search|adwords|dh.gate|00 DHgate PS AW|ZDA|c|Phrase|	94.32	1	1	94.32	94.32	94.32	
1463514013	163303846	Y	2014/8/25	red flower girls dress with lace ribbon crossed back	0	0	1	Y	ff8080812ec71c5d012ed77e4a23276e	cutie-bridal	N	N	ff80808147e819c101480b00f729591a	Biancaluna1113	Y		End Consumer	Others	US	002	002114	002114001	002114001	Flower Girls' Dresses		89.78	1	1	89.78	89.78	89.78	
1463514014	180674912	N	2014/8/25	Best Selling Black Chiffon Plus Size Special Occasion Dresses Empire Ankle Length V Neck Long Poet Sleeve Beads Sash 2014 Inspired Dresses	0	0	1	Y	ff8080813b6a75e5013b6ed548c130b5	share_beauty	N	N	ff80808147e819c101480b00f729591a	Biancaluna1113	Y		End Consumer	Others	US	002	002009	002009171	002009171	Plus Size Special Occasion Dresses		110	1	1	110	110	110	
1463514046	179558995	N	2014/8/25	In Stock 2014 New A Line Strapless Sleeveless Sexy Sweetheart Blue Beads White Organza Formal Homecoming Party Cocktail Short Prom Dresses	0	0	1	Y	ff8080813b45a680013b518185d078bf	funiuleleyexu	N	N	ff8080814710c08c0147580ac161141a	Kerri carebear	N	bm|00 China Wholesale e RLSA AW|18377942548|paid_search|adwords|china wholesale|00 China Wholesale RLSA AW|HC|Exact|	Reseller	Others	AU	002	002009	002009006	002009006	Homecoming Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|ghgate|00 DHgate PS AW|HC|c|Exact|	100	1	1	69.99	69.99	100	
1463514057	154177247	N	2014/8/25	Cheap In Stock Bridesmaid Dresses 2013 Hot Selling Strapless Knee-length Pleats Chiffon Lace-up Simple A-Line Short Prom Party Gowns SD021	0	0	1	Y	ff8080812d3be05e012d4eabb0f65c1c	sweetlife1	N	N	ff80808147e88570014805902a6a7250	rhenders	Y		End Consumer	Others	US	002	002111	002111163	002111163	In Stock Bridesmaid Dresses	seo|||organic|google|https|www	43.3	1	1	43.3	43.3	43.3	
1463514060	186904245	N	2014/8/25	High-end Mermaid Petticoats/Slip Elastic Bridal Accessories Trumpet Crinoline For Wedding/Prom/Evening/Celebrity/Mother of the Bride Dresses	0	0	1	Y	ff80808142554ea20142df8c38653d73	alberta_dress	N	N	ff808081388ee4860138924e490a2f7c	purpleivy	N		Purchase for company	Others	AU	002	002008	002008004	002008004	Petticoats		43.47	1	1	43.47	43.47	43.47	
1463514066	197911070	Y	2014/8/25	Two Pieces Homecoming Dresses 2014 White High Neck Sexy Hollow Back Short Ball Gown Prom Dress Beaded Lace Tulle Gowns Free Shipping H-84	0	0	1	Y	ff8080814159f17101419b44ad04392d	alinabridal	N	N	ff80808147e818cc01480b036ee45f80	burns.donna1	Y	seo|||organic|google||www	End Consumer	Others	US	002	002009	002009006	002009006	Homecoming Dresses	seo|||organic|google||www	99.1	1	1	99.1	99.1	99.1	
1463514178	157561189	N	2014/8/25	2013 New Sexy A Line Sweetheart Tulle Party Dresses Appliqued Peacock Mini Homecoming Dresses CL1515	0	0	1	Y	ff8080811f69ef93011f6e705426105e	factory-sale	N	N	ff80808147e8869601480b0506724373	LisaBergeski	Y	seo|||organic|google|https|www	End Consumer	Others	US	002	002009	002009006	002009006	Homecoming Dresses	seo|||organic|google|https|www	97.27	1	1	97.27	97.27	97.27	
1463514614	169353189	N	2014/8/25	2013 New Inbal Dror Sexy Deep V-Neck Luxury Lace Beautiful Bow Backless Mermaid Wedding Dresses Bridal Gown	0	0	1	Y	ff8080812e32cde8012e56766b9646ef	dress_beautiful	N	N	ff80808147e8867a01480b0c176b4b86	xsc	Y		End Consumer	Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses		158	1	1	158	158	158	
1463514673	156357767	N	2014/8/25	Free Shipping No Logo Wedding Dress Bag Garment Cover Travel Storage Dust Cover Plus Size 180cm Long	0	0	1	Y	ff8080813b45ace7013b65729a37044f	ellabridal	N	N	ff8080813ecb1260013ed402040d7ac0	children10	N	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact||www	Reseller	铜牌	AU	002	002008	002008012	002008012	Other Bridal Accessories		57	6	12	57	57	57	
1463514674	137967305	N	2014/8/25	Wholesale Free shipping Cheap 2 piece a lot Wedding Dress Bag Garment Cover Travel Storage dust coat	0	0	0	Y	ff80808135ead0460135f775337d0c0e	allaboutwedding	N	N	ff8080813ecb1260013ed402040d7ac0	children10	N	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact||www	Reseller	铜牌	AU	002	002008	002008012	002008012	Other Bridal Accessories		44.22	6	12	44.22	44.22	44.22	
1463514755	182957757	N	2014/8/25	2014 Short Cap Sleeve Lace Dress by Dave and Johnn short prom dresses green lace organza piping high quality free shipping custom made cheap	0	0	1	Y	ff80808142554ea20142df8c38653d73	alberta_dress	N	N	ff80808147e8869601480b0e2fba4502	banderson34	Y	seo|||organic|google||www	End Consumer	Others	US	002	002009	002009002	002009002	Prom Dresses	seo|||organic|google||www	63.75	1	1	63.75	63.75	63.75	
1463514811	203299170	Y	2014/8/25	Graduation Sweetheart Neckline Short Homecoming Dress Mint Green with Applique Beaded Knee Length A-line Zipper Cocktail Party Dresses Gowns	0	0	0	N	ff808081362e9c520136447c30b0646a	weddingdressesonline	N	N	ff80808147e819d201480b10904753eb	mira5555	Y	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact|	End Consumer	Others	US	002	002009	002009006	002009006	Homecoming Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact|	99.6	1	1	96.6	96.6	99.6	
1463514954	180585963	N	2014/8/25	2014 New Arrival In Stock SD036 Party Prom Evening Gowns Cocktail Homecoming Dresses With Sheer Scoop Lace Beading Ankle-Length Lace-up Back	0	0	1	Y	ff8080812e7a9144012e9874a3622520	toprated	N	N	ff80808147e8867a01480b15dcb04c83	Johannachook	Y		End Consumer	Others	AU	002	002009	002009005	002009005	Party Dresses		79.9	1	1	79.9	79.9	79.9	
1463514975	186782682	N	2014/8/25	Amazing 2014 Applique Sequins Beads Trumpet/Mermaid Off-the-Shoulder Sweep Train Backless Prom Dresses Evening Dresses Custom Made Ruffle Be	0	0	1	Y	ff808081444e5fc801446844819d210c	jovanidress	N	N	ff80808147e8857001480b138abe52e6	Salwan123	Y	seo|||organic|google|https	End Consumer	Others	US	002	002009	002009002	002009002	Prom Dresses	seo|||organic|google|https	191.4	1	1	191.4	191.4	191.4	
1463515034	185251628	N	2014/8/25	Deep V Ruffles Dress Women 2014 Spring Summer Long Sleeve Bandage Bodycon Party Evening Ladies Sexy Nightclub Cocktail Dresses Tunics Purple	0	0	1	Y	ff8080813119e3af0131292472be382a	om_factory	N	N	ff8080812b60c583012b6809c2d02105	aseeri1234	N	bm|13 Cell Phones Price C AW Others|5963246095|contextual|adwords|13 Cell Phones Price C AW Others|www.gsmarena.com|YHY	End Consumer	Others	SA	002	002009	002009005	002009005	Party Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	15.35	1	1	15.35	15.35	15.35	
1463515077	181449923	N	2014/8/25	2014 Cute Short Prom Dresses Pink High Neck Beaded Applique See Through Cheap Junior Girls Graduation Dresses Party Dresses Homecoming Gowns	0	0	1	Y	ff8080812eb8a311012ebd3401d041eb	sweet-life	N	N	ff80808147e818cc01480b19a37a6149	Dwe	Y	bm|002009002000 Prom Dress Shop US PS MAC|2393685813|paid_search|adcenter|prom dress shops in|002009002000 Prom Dress US PS MAC|bing||002009002000||www	End Consumer	Others	US	002	002009	002009002	002009002	Prom Dresses	bm|002009002000 Prom Dress Shop US PS MAC|2393685813|paid_search|adcenter|prom dress shops in|002009002000 Prom Dress US PS MAC|bing||002009002000||www	99.44	1	1	99.44	99.44	99.44	
1463515173	167275863	N	2014/8/25	Free Shipping 2013 Hot Sales Sexy Mermaid Sweetheart Floor Length Beaded Satin Zipper Back mermaid Bridesmaid Dress LFC035	0	0	1	N	ff80808120d7f1770120e6e3d7037ea4	beautydesign	N	N	ff8080814589511501458b9baba63cac	IZZY36	N	seo|||organic|google|https|www	End Consumer	Others	TT	002	002113	002113002	002113002	Bridesmaid Dress	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	122.46	1	1	85.23	85.23	122.46	
